Dictionary,Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
Human_subject_dictionary,fqbeefmix,food_frequency,,radio,"Platos mixtos con carne de res (Ej: carne de res guisada,beef stew o pot pies)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqbeef,food_frequency,,radio,Carne de res: filete o asado (Ej: Bistec),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqpork,food_frequency,,radio,Carne de cerdo; chuletas o cerdo asado,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqporkmix,food_frequency,,radio,Platos mixtos con carne de cerdo,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqham,food_frequency,,radio,Jam�n (no incl. carnes fr�as/embutidos),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqribs,food_frequency,,radio,Costillas: de res o cerdo,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqlamb,food_frequency,,radio,Cordero,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqliver,food_frequency,,radio,H�gado (res),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqorgan,food_frequency,,radio,"Otras v�sceras de res (Ej: lengua, ri��n, chitterlings, morcilla, cuajito, gandinga)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqfastburgersz,food_frequency,,radio,"Si usted come hamburguesas de restaurante de comida r�pida, son generalmente","1, Regular/sencilla | 2, doble o 1/4 de libra | 3, ""Whopper"" | 4, ""Big Mac"" | 5, Quesoburguesa (""Cheeseburguer"") | 6, Doble o 1/4 de libra con queso | 7, ""Whopper"" con queso",,,,,,,,,,,,
Human_subject_dictionary,fqgroundbeeftype,food_frequency,,radio,Si usted come tortitas de carne hecha en casa y/o carne de res o cerdo molida (incl. pastel de carne/ meatloaf) la carne es generalmente ...,"1, Regular | 2, Baja en grasa | 3, Poca grasa",,,,,,,,,,,,
Human_subject_dictionary,fqgroundbeefpor,food_frequency,,radio,"Si usted come tortitas de carne y/o carne de res o de cerdo molida, su porci�n generalmente es ...","1, 1 tortita peque�a o 3 onzas | 2, 1 tortita mediana o 6 onzas | 3, 1 tortita grande o 9 onzas | 4, 2 tortitas o 12 onzas o m�s",,,,,,,,,,,,
Human_subject_dictionary,fqbeefmixtype,food_frequency,,checkbox,"Si usted come platos mixtos hechos con carne de res o cerdo, (Ej: carne guisada), generalmente los prepara al  ","1, Estilo americano | 2, Estilo puertorrique�o | 3, Estilo cubano | 4, Estilo haitiano",(marque todas las que apliquen),,,,,,,,,,,
Human_subject_dictionary,fqbeefmixpor,food_frequency,,radio,"Si usted come platos mixtos hechos con carne de res o cerdo, su porci�n generalmente es ...","1, 1 taza | 2, 2 tazas | 3, 3 tazas | 4, 4 tazas o m�s",,,,,,,,,,,,
Human_subject_dictionary,fqmeatpor,food_frequency,,radio,"Si usted come carne de res, cerdo o cordero, su  porci�n generalmente es ... ","1, 2 onzas | 2, 4 onzas | 3, 6 onzas | 4, 8 onzas o m�s",(3 oz. es m�s o menos de igual tama�o que un paquete de barajas),,,,,,,,,,,
Human_subject_dictionary,fqorganpor,food_frequency,,radio,"Si usted come h�gado y/u otras v�sceras de res, su porci�n generalmente es ... ","1, 2 onzas | 2, 4 onzas | 3, 6 onzas | 4, 8 onzas o m�s",,,,,,,,,,,,
Human_subject_dictionary,fqmeatsum,food_frequency,PREGUNTA RESUMEN,radio,"Usualmente, �con qu� frecuencia come usted carne de res, cerdo o cordero preparada de cualquier manera?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqfastchick,food_frequency,AVES,radio,"�Con qu� frecuencia, en promedio, ha comido emparedado de pollo de restaurante de comida r�pida (Ej. McDonalds Mc chicken sandwich)?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqgroundchick,food_frequency,,radio,"Pollo/pavo molido (incl. tortitas hechas en casa, alb�ndigas y pasteles/meatloaf de pollo)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqchickmix,food_frequency,,radio,"Platos mixtos con pollo (Ej. Pastel�n de pollo/pot pie, dumplings con pollo, pollo guisado)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqchick,food_frequency,,radio,"Pollo o pavo; a la parrilla, horneado, Asado","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqchickfry,food_frequency,,radio,Pollo frito (incl. nuggets de restaurante KFC),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqchicksalad,food_frequency,,radio,Ensalada de pollo o pavo con mayonesa,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqchickliver,food_frequency,,radio,H�gado (pollo),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqgroundchickpor,food_frequency,,radio,Si usted come tortitas de pollo hechas en casa y/o pollo/pavo molido (incl. pastel�n/meatloaf de pollo) su porci�n generalmente es ...,"1, 1 tortita peque�a o 3 onzas | 2, 1 tortita mediana o 6 onzas | 3, 1 tortita grande o 9 onzas | 4, 2 tortitas o 12 onzas o m�s",,,,,,,,,,,,
Human_subject_dictionary,fqchickmixtype,food_frequency,,checkbox,"Si usted come platos mixtos con pollo/pavo, usted generalmente los prepara al ","1, Estilo americano | 2, Estilo puertorrique�o | 3, Estilo cubano | 4, Estilo haitiano",(marque todas las que apliquen),,,,,,,,,,,
Human_subject_dictionary,fqchickmixpor,food_frequency,,radio,Si usted come otros platos mixtos con pollo/pavo (incl. pastel de pollo) su porci�n generalmente es ...,"1, 1/2 taza | 2, 1 taza | 3, 1 1/2 taza | 4, 2 tazas o m�s",,,,,,,,,,,,
Human_subject_dictionary,fqchicktype,food_frequency,,radio,"Si usted come pollo o pavo, a la parrilla, horneado y/o asado, �ste generalmente es ...","1, Carne blanca | 2, Carne oscura | 3, Ambas",,,,,,,,,,,,
Human_subject_dictionary,fqchickskin,food_frequency,,radio,�Come usted la piel del pollo o pavo? ,"1, Nunca | 2, A veces | 3, Seguido/siempre",,,,,,,,,,,,
Human_subject_dictionary,fqchickpor,food_frequency,,radio,"Si usted come pollo o pavo, horneado o frito, su porci�n generalmente es ... ","1, 2 onzas (1 muslo o cadera) | 2, 4 onzas (1 pechuga o 1 pierna entera = muslo y cadera) | 3, 6 onzas | 4, 8 onzas o m�s",,,,,,,,,,,,
Human_subject_dictionary,fqchicksaladpor,food_frequency,,radio,"Si usted come ensalada de pollo o pavo, su porci�n  generalmente es ... ","1, 1/2 taza | 2, 1 taza | 3, 1 1/2 tazas | 4, 2 tazas o m�s",(1/2 taza preparada = aprox. 1/2 lata de 6 onzas y 2 cucharadas de mayonesa) ,,,,,,,,,,,
Human_subject_dictionary,fqchickliverpor,food_frequency,,radio,"Si usted come h�gado de pollo, su porci�n generalmente es","1, 1 onza | 2, 2 onzas | 3, 3 onzas | 4, 4 onzas",,,,,,,,,,,,
Human_subject_dictionary,fqpoultrysum,food_frequency,PREGUNTA RESUMEN,radio,"Usualmente, �con qu� frecuencia come usted pollo o pavo preparado de cualquier manera?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqfastfish,food_frequency,PESCADO,radio,"�Con qu� frecuencia, en promedio, ha comido emparedado de pescado (de restaurante de comida r�pida)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqshfishfried,food_frequency,,radio,"Mariscos fritos (Ej. Almejas fritas, camarones)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqshfish,food_frequency,,radio,"Mariscos no fritos (Ej. langosta, moluscos, camarones, almejas)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqfishfried,food_frequency,,radio,Pescado frito (Ej. filetes empanados),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqsalmon,food_frequency,,radio,Salm�n o trucha (fresco o enlatado),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqtuna,food_frequency,,radio,"At�n /Tuna o Marlin (fresco o enlatado, no ensalada de at�n)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqtunasalad,food_frequency,,radio,Ensalada de at�n con mayonesa (incl. en emparedado),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqbacalao,food_frequency,,radio,Bacalao,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqsardine,food_frequency,,radio,Sardinas o anchoas,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqotherfish,food_frequency,,radio,"Otros pescados, no fritos (Ej. Chillo, Sierra, Tilapia, Pardo, Mero, Rodaballo, Haddock, Tilapia, Mahi Mahi)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqshfishpor,food_frequency,,radio,"Si usted come mariscos, su porci�n generalmente es ","1, 3 onzas o 1/2 taza | 2, 6 onzas o 1 taza | 3, 9 onzas  o 1 1/2 taza | 4, 12 onzas o 2 tazas o m�s",,,,,,,,,,,,
Human_subject_dictionary,fqfishpor,food_frequency,,radio,"Si usted come pescado, su porci�n generalmente es ... ","1, 3 onzas o 1/2 taza | 2, 6 onzas o 1 taza | 3, 9 onzas  o 1 1/2 taza | 4, 12 onzas o 2 tazas o m�s",(1 filete = aprox. 3 onzas),,,,,,,,,,,
Human_subject_dictionary,fqcanfishtype,food_frequency,,radio,"Si usted come tuna enlatada y/u otro pescado enlatado, generalmente es... ","1, En aceite | 2, En agua | 3, Cualquiera",,,,,,,,,,,,
Human_subject_dictionary,fqtunasaladpor,food_frequency,,radio,"Si usted come ensalada de tuna, su porci�n generalmente es ... ","1, 1/2 taza | 2, 1 taza | 3, 1 1/2 tazas | 4, 2 tazas o m�s",(1/2 taza preparada = aprox. 1/2 lata de 6 onzas & 2 cucharadas de mayonesa),,,,,,,,,,,
Human_subject_dictionary,fqsardinepor,food_frequency,,radio,"Si usted come sardinas y/o anchoas, su porci�n generalmente es ... ","1, 1/4 de lata | 2, 1/2 lata | 3, 3/4 de lata 4, 1 lata o m�s",(1 lata = 3.5 onzas) ,,,,,,,,,,,
Human_subject_dictionary,fqfishsum,food_frequency,PREGUNTA RESUMEN,radio,"Usualmente, �con qu� frecuencia come usted pescado preparado de cualquier manera?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqchickcuts,food_frequency,"EMBUTIDOS, CHORIZOS Y TOCINETAS",radio,"�Con qu� frecuencia, en promedio, ha comido carne fr�a de pollo o pavo (embutidos)?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqbeefcuts,food_frequency,,radio,Carne fr�a de res / roast beef (embutidos),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqhamcuts,food_frequency,,radio,Jam�n (embutidos),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqothercuts,food_frequency,,radio,"Otros embutidos (Ej. Salami, Bologna, Corned beef)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqspam,food_frequency,,radio,"Jamonilla (Spam), preparada cualquier estilo","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqhotdog,food_frequency,,radio,"Salchicha, o Hot dog","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqsausage,food_frequency,,radio,Chorizo (no de desayuno),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqbrksausage,food_frequency,,radio,"Choricitos de desayuno, o salchichas de desayuno","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqbacon,food_frequency,,radio,"Tocineta, carne seca","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqcutstype,food_frequency,,radio,"Si usted come embutidos, estos son generalmente ","1, Regular | 2, Bajos en grasa | 3, Poca grasa | 4, Sin grasa",,,,,,,,,,,,
Human_subject_dictionary,fqchzsand,food_frequency,,radio,�Agrega usted queso a sus emparedados de embutidos?,"1, Nunca | 2, Algunas veces | 3, Muchas veces/siempre",,,,,,,,,,,,
Human_subject_dictionary,fqcutspor,food_frequency,,radio,"Si usted come embutidos, su porci�n generalmente es ...","1, 1 rebanada | 2, 2 rebanadas | 3, 3 rebanadas | 4, 4 rebanadas o m�s",,,,,,,,,,,,
Human_subject_dictionary,fqhotdogtype,food_frequency,,radio,"Si usted come salchichas, tocinetas y/o chorizos son generalmente ...","1, Regular | 2, Bajo en grasa | 3, De pollo o pavo",,,,,,,,,,,,
Human_subject_dictionary,fqhotdogpor,food_frequency,,radio,Si usted come salchichas y/o chorizos su porci�n generalmente es ... ,"1, 1 Porci�n | 2, 2 porciones | 3, 3 porciones | 4, 4 o m�s porciones",,,,,,,,,,,,
Human_subject_dictionary,fqbaconpor,food_frequency,,radio,"Si usted come tocineta, carne seca y/o choricitos de desayuno, su porci�n generalmente es ...","1, 1 rebanada o trozo | 2, 2 rebanadas o trozos | 3, 3 rebanadas o trozos | 4, 4 rebanadas o trozos o m�s",,,,,,,,,,,,
Human_subject_dictionary,fqmayoketch,food_frequency,CONDIMENTOS,radio,"�Con qu� frecuencia, en promedio, ha comido Mayo-ketchup (combinaci�n de mayonesa y ketchup)?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqmayo,food_frequency,,radio,Mayonesa o salsa t�rtara (en sus emparedados o salsa / dip,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqdressing,food_frequency,,radio,Aderezo de ensalada (salad dressing),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqsoysauce,food_frequency,,radio,"Salsa de soya, salsa teriyaki, salsa de barbacoa (BBQ)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqketchup,food_frequency,,radio,Salsa de tomate (ketchup),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqmustard,food_frequency,,radio,Mostaza (mustard),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqkraut,food_frequency,,radio,Repollo encurtido (sauerkraut),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqpickle,food_frequency,,radio,"Pepinillos encurtidos, r�bano picante (relish, horseradish)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqolive,food_frequency,,radio,Aceitunas (olives),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqgarlic,food_frequency,,radio,"Ajo, fresco o en polvo","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqsour,food_frequency,,radio,"Salsa agridulce, salsa de pato (duck sauce)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqsalsa,food_frequency,,radio,"Salsa (de tomate, cebolla y aj�, tipo mexicano)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
Human_subject_dictionary,fqjalapeno,food_frequency,,radio,Aj� picante / jalape�o / pique,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 vez por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,
